Dates,Yield
06.07.2009,3.5063
07.07.2009,3.4544
08.07.2009,3.3081
09.07.2009,3.403
10.07.2009,3.3026
13.07.2009,3.35
14.07.2009,3.4703
15.07.2009,3.6038
16.07.2009,3.5689
17.07.2009,3.6433
20.07.2009,3.6063
21.07.2009,3.4824
22.07.2009,3.5443
23.07.2009,3.6555
24.07.2009,3.6578
27.07.2009,3.7189
28.07.2009,3.6856
29.07.2009,3.6582
30.07.2009,3.6074
31.07.2009,3.4796
03.08.2009,3.6333
04.08.2009,3.6845
05.08.2009,3.7459
06.08.2009,3.7501
07.08.2009,3.8502
10.08.2009,3.7765
11.08.2009,3.6677
12.08.2009,3.7172
13.08.2009,3.595
14.08.2009,3.5688
17.08.2009,3.4684
18.08.2009,3.5092
19.08.2009,3.4517
20.08.2009,3.4313
21.08.2009,3.5649
24.08.2009,3.4755
25.08.2009,3.4348
26.08.2009,3.4329
27.08.2009,3.4531
28.08.2009,3.4456
31.08.2009,3.3975
01.09.2009,3.3625
02.09.2009,3.3056
03.09.2009,3.344
04.09.2009,3.4378
07.09.2009,3.4415
08.09.2009,3.4823
09.09.2009,3.4711
10.09.2009,3.3472
11.09.2009,3.347
14.09.2009,3.4208
15.09.2009,3.4541
16.09.2009,3.469
17.09.2009,3.3836
18.09.2009,3.4632
21.09.2009,3.4799
22.09.2009,3.4445
23.09.2009,3.4184
24.09.2009,3.3813
25.09.2009,3.3184
28.09.2009,3.2797
29.09.2009,3.2906
30.09.2009,3.3053
01.10.2009,3.179
02.10.2009,3.2188
05.10.2009,3.2205
06.10.2009,3.2552
07.10.2009,3.182
08.10.2009,3.2477
09.10.2009,3.3802
12.10.2009,3.3783
13.10.2009,3.3468
14.10.2009,3.4136
15.10.2009,3.4565
16.10.2009,3.4115
19.10.2009,3.3891
20.10.2009,3.3407
21.10.2009,3.3853
22.10.2009,3.4132
23.10.2009,3.49
26.10.2009,3.5542
27.10.2009,3.4448
28.10.2009,3.4148
29.10.2009,3.4974
30.10.2009,3.3828
02.11.2009,3.4145
03.11.2009,3.4652
04.11.2009,3.5237
05.11.2009,3.5236
06.11.2009,3.4971
09.11.2009,3.4857
10.11.2009,3.4724
11.11.2009,3.4831
12.11.2009,3.4438
13.11.2009,3.4177
16.11.2009,3.3343
17.11.2009,3.3232
18.11.2009,3.3638
19.11.2009,3.3361
20.11.2009,3.3656
23.11.2009,3.3489
24.11.2009,3.3027
25.11.2009,3.2695
26.11.2009,3.2694
27.11.2009,3.2051
30.11.2009,3.1978
01.12.2009,3.2822
02.12.2009,3.3099
03.12.2009,3.3842
04.12.2009,3.4722
07.12.2009,3.429
08.12.2009,3.3804
09.12.2009,3.4328
10.12.2009,3.4967
11.12.2009,3.5498
14.12.2009,3.548
15.12.2009,3.5861
16.12.2009,3.5975
17.12.2009,3.478
18.12.2009,3.5368
21.12.2009,3.6745
22.12.2009,3.7538
23.12.2009,3.7481
24.12.2009,3.8029
25.12.2009,3.803
28.12.2009,3.8402
29.12.2009,3.7972
30.12.2009,3.7856
31.12.2009,3.8368
01.01.2010,3.835
04.01.2010,3.8155
05.01.2010,3.7608
06.01.2010,3.8215
07.01.2010,3.8235
08.01.2010,3.8297
11.01.2010,3.818
12.01.2010,3.7108
13.01.2010,3.7908
14.01.2010,3.7382
15.01.2010,3.6744
18.01.2010,3.6745
19.01.2010,3.6919
20.01.2010,3.6474
21.01.2010,3.5858
22.01.2010,3.6071
25.01.2010,3.6265
26.01.2010,3.6188
27.01.2010,3.6479
28.01.2010,3.6344
29.01.2010,3.5844
01.02.2010,3.6501
02.02.2010,3.6405
03.02.2010,3.7047
04.02.2010,3.6058
05.02.2010,3.5654
08.02.2010,3.5597
09.02.2010,3.6448
10.02.2010,3.6897
11.02.2010,3.7155
12.02.2010,3.6928
15.02.2010,3.6909
16.02.2010,3.6569
17.02.2010,3.7307
18.02.2010,3.8012
19.02.2010,3.7726
22.02.2010,3.7955
23.02.2010,3.6834
24.02.2010,3.6909
25.02.2010,3.6324
26.02.2010,3.6117
01.03.2010,3.6079
02.03.2010,3.6041
03.03.2010,3.6173
04.03.2010,3.6022
05.03.2010,3.6796
08.03.2010,3.7157
09.03.2010,3.7005
10.03.2010,3.7215
11.03.2010,3.7272
12.03.2010,3.7006
15.03.2010,3.6949
16.03.2010,3.6493
17.03.2010,3.6361
18.03.2010,3.6759
19.03.2010,3.6892
22.03.2010,3.6588
23.03.2010,3.6854
24.03.2010,3.8524
25.03.2010,3.8777
26.03.2010,3.8468
29.03.2010,3.8643
30.03.2010,3.8566
31.03.2010,3.8257
01.04.2010,3.8685
02.04.2010,3.9446
05.04.2010,3.9859
06.04.2010,3.9505
07.04.2010,3.8531
08.04.2010,3.8901
09.04.2010,3.8825
12.04.2010,3.8417
13.04.2010,3.8204
14.04.2010,3.8593
15.04.2010,3.8321
16.04.2010,3.7626
19.04.2010,3.7974
20.04.2010,3.7993
21.04.2010,3.7356
22.04.2010,3.7723
23.04.2010,3.8092
26.04.2010,3.8054
27.04.2010,3.6877
28.04.2010,3.7628
29.04.2010,3.7243
30.04.2010,3.6532
03.05.2010,3.682
04.05.2010,3.5902
05.05.2010,3.5388
06.05.2010,3.3938
07.05.2010,3.4255
10.05.2010,3.5406
11.05.2010,3.5235
12.05.2010,3.571
13.05.2010,3.5261
14.05.2010,3.4534
17.05.2010,3.4869
18.05.2010,3.3462
19.05.2010,3.3682
20.05.2010,3.2126
21.05.2010,3.2379
24.05.2010,3.1942
25.05.2010,3.1578
26.05.2010,3.1886
27.05.2010,3.3605
28.05.2010,3.2922
31.05.2010,3.2848
01.06.2010,3.2591
02.06.2010,3.34
03.06.2010,3.3639
04.06.2010,3.2023
07.06.2010,3.1422
08.06.2010,3.1857
09.06.2010,3.1729
10.06.2010,3.3193
11.06.2010,3.2346
14.06.2010,3.2529
15.06.2010,3.3025
16.06.2010,3.2601
17.06.2010,3.1887
18.06.2010,3.2195
21.06.2010,3.2414
22.06.2010,3.1664
23.06.2010,3.119
24.06.2010,3.1371
25.06.2010,3.1078
28.06.2010,3.021
29.06.2010,2.9491
30.06.2010,2.9311
01.07.2010,2.947
02.07.2010,2.977
05.07.2010,2.9733
06.07.2010,2.9302
07.07.2010,2.9803
08.07.2010,3.0306
09.07.2010,3.052
12.07.2010,3.0628
13.07.2010,3.1208
14.07.2010,3.0426
15.07.2010,2.9937
16.07.2010,2.9215
19.07.2010,2.9537
20.07.2010,2.9481
21.07.2010,2.8782
22.07.2010,2.9353
23.07.2010,2.9943
26.07.2010,2.9924
27.07.2010,3.0485
28.07.2010,2.985
29.07.2010,2.9794
30.07.2010,2.9052
02.08.2010,2.9609
03.08.2010,2.9085
04.08.2010,2.9498
05.08.2010,2.9011
06.08.2010,2.8166
09.08.2010,2.8289
10.08.2010,2.7593
11.08.2010,2.6814
12.08.2010,2.7455
13.08.2010,2.6716
16.08.2010,2.5626
17.08.2010,2.6321
18.08.2010,2.6321
19.08.2010,2.575
20.08.2010,2.6106
23.08.2010,2.5981
24.08.2010,2.488
25.08.2010,2.534
26.08.2010,2.4755
27.08.2010,2.6447
30.08.2010,2.5285
31.08.2010,2.4683
01.09.2010,2.573
02.09.2010,2.6231
03.09.2010,2.697
06.09.2010,2.7025
07.09.2010,2.5944
08.09.2010,2.6555
09.09.2010,2.7588
10.09.2010,2.7917
13.09.2010,2.748
14.09.2010,2.679
15.09.2010,2.7207
16.09.2010,2.7608
17.09.2010,2.7372
20.09.2010,2.7026
21.09.2010,2.5727
22.09.2010,2.5583
23.09.2010,2.5511
24.09.2010,2.605
27.09.2010,2.5242
28.09.2010,2.4653
29.09.2010,2.5027
30.09.2010,2.5098
01.10.2010,2.5097
04.10.2010,2.4758
05.10.2010,2.4722
06.10.2010,2.3976
07.10.2010,2.3834
08.10.2010,2.392
11.10.2010,2.3919
12.10.2010,2.4309
13.10.2010,2.422
14.10.2010,2.5076
15.10.2010,2.5597
18.10.2010,2.5075
19.10.2010,2.4752
20.10.2010,2.4788
21.10.2010,2.5452
22.10.2010,2.5541
25.10.2010,2.5613
26.10.2010,2.6393
27.10.2010,2.7198
28.10.2010,2.6576
29.10.2010,2.5993
01.11.2010,2.6229
02.11.2010,2.5866
03.11.2010,2.5702
04.11.2010,2.489
05.11.2010,2.5304
08.11.2010,2.5502
09.11.2010,2.6558
10.11.2010,2.6286
11.11.2010,2.6447
12.11.2010,2.7871
15.11.2010,2.9593
16.11.2010,2.84
17.11.2010,2.8766
18.11.2010,2.895
19.11.2010,2.8713
22.11.2010,2.8019
23.11.2010,2.7729
24.11.2010,2.912
25.11.2010,2.9085
26.11.2010,2.8663
29.11.2010,2.8205
30.11.2010,2.7968
01.12.2010,2.9642
02.12.2010,2.9885
03.12.2010,3.0055
06.12.2010,2.9201
07.12.2010,3.1257
08.12.2010,3.2723
09.12.2010,3.2037
10.12.2010,3.319
13.12.2010,3.275
14.12.2010,3.4727
15.12.2010,3.5318
16.12.2010,3.4224
17.12.2010,3.3279
20.12.2010,3.3358
21.12.2010,3.3031
22.12.2010,3.3458
23.12.2010,3.3892
24.12.2010,3.3933
27.12.2010,3.3294
28.12.2010,3.4795
29.12.2010,3.3489
30.12.2010,3.3646
31.12.2010,3.2935
03.01.2011,3.3324
04.01.2011,3.3287
05.01.2011,3.4654
06.01.2011,3.3932
07.01.2011,3.3237
10.01.2011,3.2832
11.01.2011,3.3396
12.01.2011,3.365
13.01.2011,3.2972
14.01.2011,3.3231
17.01.2011,3.3291
18.01.2011,3.3663
19.01.2011,3.339
20.01.2011,3.4488
21.01.2011,3.4042
24.01.2011,3.4044
25.01.2011,3.3284
26.01.2011,3.4146
27.01.2011,3.3873
28.01.2011,3.3214
31.01.2011,3.3704
01.02.2011,3.4394
02.02.2011,3.4771
03.02.2011,3.5488
04.02.2011,3.6356
07.02.2011,3.6299
08.02.2011,3.7373
09.02.2011,3.6465
10.02.2011,3.6928
11.02.2011,3.6288
14.02.2011,3.6194
15.02.2011,3.6044
16.02.2011,3.6193
17.02.2011,3.5725
18.02.2011,3.5799
21.02.2011,3.5874
22.02.2011,3.4533
23.02.2011,3.4848
24.02.2011,3.4477
25.02.2011,3.4125
28.02.2011,3.4272
01.03.2011,3.3921
02.03.2011,3.4697
03.03.2011,3.5554
04.03.2011,3.49
07.03.2011,3.5123
08.03.2011,3.5477
09.03.2011,3.4675
10.03.2011,3.3584
11.03.2011,3.4025
14.03.2011,3.3563
15.03.2011,3.303
16.03.2011,3.17
17.03.2011,3.255
18.03.2011,3.2678
21.03.2011,3.3282
22.03.2011,3.3263
23.03.2011,3.3501
24.03.2011,3.4037
25.03.2011,3.4388
28.03.2011,3.4313
29.03.2011,3.4872
30.03.2011,3.4349
31.03.2011,3.4703
01.04.2011,3.4422
04.04.2011,3.4179
05.04.2011,3.4795
06.04.2011,3.5452
07.04.2011,3.5451
08.04.2011,3.5772
11.04.2011,3.5847
12.04.2011,3.4904
13.04.2011,3.4585
14.04.2011,3.4979
15.04.2011,3.4079
18.04.2011,3.3743
19.04.2011,3.3631
20.04.2011,3.4077
21.04.2011,3.3963
22.04.2011,3.3907
25.04.2011,3.3627
26.04.2011,3.307
27.04.2011,3.3552
28.04.2011,3.3106
29.04.2011,3.2863
02.05.2011,3.2788
03.05.2011,3.2473
04.05.2011,3.2159
05.05.2011,3.1499
06.05.2011,3.1459
09.05.2011,3.1604
10.05.2011,3.2135
11.05.2011,3.1593
12.05.2011,3.2225
13.05.2011,3.1709
16.05.2011,3.147
17.05.2011,3.1158
18.05.2011,3.1801
19.05.2011,3.1709
20.05.2011,3.1451
23.05.2011,3.1286
24.05.2011,3.1139
25.05.2011,3.1304
26.05.2011,3.0572
27.05.2011,3.0735
30.05.2011,3.0735
31.05.2011,3.0607
01.06.2011,2.9408
02.06.2011,3.0297
03.06.2011,2.9859
06.06.2011,2.995
07.06.2011,2.9949
08.06.2011,2.9387
09.06.2011,2.9967
10.06.2011,2.9693
13.06.2011,2.9838
14.06.2011,3.0972
15.06.2011,2.9692
16.06.2011,2.9274
17.06.2011,2.9445
20.06.2011,2.958
21.06.2011,2.9835
22.06.2011,2.9825
23.06.2011,2.9116
24.06.2011,2.8636
27.06.2011,2.9305
28.06.2011,3.0308
29.06.2011,3.1118
30.06.2011,3.16
01.07.2011,3.1823
04.07.2011,3.1823
05.07.2011,3.121
06.07.2011,3.108
07.07.2011,3.1377
08.07.2011,3.0268
11.07.2011,2.9189
12.07.2011,2.877
13.07.2011,2.8824
14.07.2011,2.9534
15.07.2011,2.9058
18.07.2011,2.9276
19.07.2011,2.8802
20.07.2011,2.9275
21.07.2011,3.0136
22.07.2011,2.9621
25.07.2011,3.0006
26.07.2011,2.9529
27.07.2011,2.9803
28.07.2011,2.9454
29.07.2011,2.7961
01.08.2011,2.7437
02.08.2011,2.6114
03.08.2011,2.6202
04.08.2011,2.4028
05.08.2011,2.5585
08.08.2011,2.3179
09.08.2011,2.2488
10.08.2011,2.1061
11.08.2011,2.3399
12.08.2011,2.2548
15.08.2011,2.3053
16.08.2011,2.2196
17.08.2011,2.1652
18.08.2011,2.0624
19.08.2011,2.0623
22.08.2011,2.1058
23.08.2011,2.153
24.08.2011,2.2994
25.08.2011,2.2286
26.08.2011,2.1899
29.08.2011,2.2561
30.08.2011,2.1767
31.08.2011,2.2234
01.09.2011,2.1302
02.09.2011,1.9857
05.09.2011,1.9857
06.09.2011,1.984
07.09.2011,2.0429
08.09.2011,1.9787
09.09.2011,1.9183
12.09.2011,1.9475
13.09.2011,1.9906
14.09.2011,1.9837
15.09.2011,2.082
16.09.2011,2.0479
19.09.2011,1.9506
20.09.2011,1.9385
21.09.2011,1.8576
22.09.2011,1.718
23.09.2011,1.8334
26.09.2011,1.9002
27.09.2011,1.9711
28.09.2011,1.9797
29.09.2011,1.9962
30.09.2011,1.9154
03.10.2011,1.756
04.10.2011,1.8207
05.10.2011,1.8877
06.10.2011,1.9872
07.10.2011,2.0764
10.10.2011,2.0764
11.10.2011,2.1496
12.10.2011,2.2101
13.10.2011,2.1834
14.10.2011,2.2477
17.10.2011,2.155
18.10.2011,2.1763
19.10.2011,2.1603
20.10.2011,2.1888
21.10.2011,2.2192
24.10.2011,2.2336
25.10.2011,2.1089
26.10.2011,2.2041
27.10.2011,2.3964
28.10.2011,2.3167
31.10.2011,2.1133
01.11.2011,1.9889
02.11.2011,1.9854
03.11.2011,2.0734
04.11.2011,2.0327
07.11.2011,2.0371
08.11.2011,2.0769
09.11.2011,1.9615
10.11.2011,2.0564
11.11.2011,2.0564
14.11.2011,2.0556
15.11.2011,2.0451
16.11.2011,2
17.11.2011,1.9602
18.11.2011,2.0104
21.11.2011,1.955
22.11.2011,1.917
23.11.2011,1.8835
24.11.2011,1.8835
25.11.2011,1.9635
28.11.2011,1.9739
29.11.2011,1.9913
30.11.2011,2.068
01.12.2011,2.0873
02.12.2011,2.0331
05.12.2011,2.0436
06.12.2011,2.0891
07.12.2011,2.0296
08.12.2011,1.9704
09.12.2011,2.0611
12.12.2011,2.0121
13.12.2011,1.9651
14.12.2011,1.9027
15.12.2011,1.9079
16.12.2011,1.8474
19.12.2011,1.8096
20.12.2011,1.9233
21.12.2011,1.9668
22.12.2011,1.9476
23.12.2011,2.0244
26.12.2011,2.0244
27.12.2011,2.0052
28.12.2011,1.9162
29.12.2011,1.8988
30.12.2011,1.8762
02.01.2012,1.8762
03.01.2012,1.9474
04.01.2012,1.9771
05.01.2012,1.9946
06.01.2012,1.9578
09.01.2012,1.9578
10.01.2012,1.9683
11.01.2012,1.9037
12.01.2012,1.9228
13.01.2012,1.8636
16.01.2012,1.8636
17.01.2012,1.8566
18.01.2012,1.8983
19.01.2012,1.977
20.01.2012,2.0246
23.01.2012,2.0511
24.01.2012,2.06
25.01.2012,1.9946
26.01.2012,1.9313
27.01.2012,1.891
30.01.2012,1.8439
31.01.2012,1.7971
01.02.2012,1.8265
02.02.2012,1.8212
03.02.2012,1.9224
06.02.2012,1.9066
07.02.2012,1.9734
08.02.2012,1.9822
09.02.2012,2.0364
10.02.2012,1.9862
13.02.2012,1.9741
14.02.2012,1.9361
15.02.2012,1.9275
16.02.2012,1.9827
17.02.2012,2.0017
20.02.2012,2.0017
21.02.2012,2.0591
22.02.2012,2.0034
23.02.2012,1.9965
24.02.2012,1.9757
27.02.2012,1.9255
28.02.2012,1.9428
29.02.2012,1.9705
01.03.2012,2.0261
02.03.2012,1.9739
05.03.2012,2.0104
06.03.2012,1.9427
07.03.2012,1.9756
08.03.2012,2.0121
09.03.2012,2.0279
12.03.2012,2.0331
13.03.2012,2.1263
14.03.2012,2.2686
15.03.2012,2.2794
16.03.2012,2.294
19.03.2012,2.3772
20.03.2012,2.3591
21.03.2012,2.296
22.03.2012,2.2781
23.03.2012,2.2317
26.03.2012,2.2479
27.03.2012,2.1836
28.03.2012,2.1997
29.03.2012,2.1587
30.03.2012,2.2088
02.04.2012,2.182
03.04.2012,2.2988
04.04.2012,2.2233
05.04.2012,2.1805
06.04.2012,2.0545
09.04.2012,2.0474
10.04.2012,1.9823
11.04.2012,2.0351
12.04.2012,2.051
13.04.2012,1.9823
16.04.2012,1.9805
17.04.2012,1.9981
18.04.2012,1.9753
19.04.2012,1.9665
20.04.2012,1.9629
23.04.2012,1.9349
24.04.2012,1.9735
25.04.2012,1.984
26.04.2012,1.9383
27.04.2012,1.9348
30.04.2012,1.9137
01.05.2012,1.9435
02.05.2012,1.9277
03.05.2012,1.9312
04.05.2012,1.8786
07.05.2012,1.8716
08.05.2012,1.8402
09.05.2012,1.8227
10.05.2012,1.867
11.05.2012,1.8376
14.05.2012,1.7637
15.05.2012,1.7671
16.05.2012,1.7603
17.05.2012,1.6971
18.05.2012,1.7226
21.05.2012,1.7414
22.05.2012,1.7688
23.05.2012,1.7346
24.05.2012,1.7774
25.05.2012,1.738
28.05.2012,1.738
29.05.2012,1.7448
30.05.2012,1.622
31.05.2012,1.5578
01.06.2012,1.452
04.06.2012,1.5239
05.06.2012,1.5744
06.06.2012,1.6592
07.06.2012,1.6388
08.06.2012,1.6353
11.06.2012,1.586
12.06.2012,1.6642
13.06.2012,1.5927
14.06.2012,1.642
15.06.2012,1.5773
18.06.2012,1.5738
19.06.2012,1.6197
20.06.2012,1.6572
21.06.2012,1.6162
22.06.2012,1.6742
25.06.2012,1.6024
26.06.2012,1.6262
27.06.2012,1.6177
28.06.2012,1.5768
29.06.2012,1.6449
02.07.2012,1.5885
03.07.2012,1.6294
04.07.2012,1.6294
05.07.2012,1.5969
06.07.2012,1.5491
09.07.2012,1.5117
10.07.2012,1.5015
11.07.2012,1.5167
12.07.2012,1.4743
13.07.2012,1.4876
16.07.2012,1.4724
17.07.2012,1.5078
18.07.2012,1.4942
19.07.2012,1.5077
20.07.2012,1.4567
23.07.2012,1.4263
24.07.2012,1.3875
25.07.2012,1.3975
26.07.2012,1.4378
27.07.2012,1.5463
30.07.2012,1.5019
31.07.2012,1.4679
01.08.2012,1.524
02.08.2012,1.4779
03.08.2012,1.5631
06.08.2012,1.5664
07.08.2012,1.6283
08.08.2012,1.6491
09.08.2012,1.6881
10.08.2012,1.6573
13.08.2012,1.6642
14.08.2012,1.7378
15.08.2012,1.8155
16.08.2012,1.8346
17.08.2012,1.8105
20.08.2012,1.8053
21.08.2012,1.7984
22.08.2012,1.6916
23.08.2012,1.6779
24.08.2012,1.6865
27.08.2012,1.6506
28.08.2012,1.6335
29.08.2012,1.6506
30.08.2012,1.6233
31.08.2012,1.5484
03.09.2012,1.5484
04.09.2012,1.5722
05.09.2012,1.596
06.09.2012,1.6781
07.09.2012,1.6678
10.09.2012,1.6541
11.09.2012,1.7005
12.09.2012,1.7576
13.09.2012,1.723
14.09.2012,1.866
17.09.2012,1.8415
18.09.2012,1.8083
19.09.2012,1.7718
20.09.2012,1.764
21.09.2012,1.7528
24.09.2012,1.7094
25.09.2012,1.6662
26.09.2012,1.6095
27.09.2012,1.6542
28.09.2012,1.6335
01.10.2012,1.6249
02.10.2012,1.6198
03.10.2012,1.6146
04.10.2012,1.6732
05.10.2012,1.7428
08.10.2012,1.7428
09.10.2012,1.7132
10.10.2012,1.6742
11.10.2012,1.6699
12.10.2012,1.656
15.10.2012,1.663
16.10.2012,1.7186
17.10.2012,1.8185
18.10.2012,1.8344
19.10.2012,1.7633
22.10.2012,1.8134
23.10.2012,1.7572
24.10.2012,1.7889
25.10.2012,1.8233
26.10.2012,1.7451
29.10.2012,1.7189
30.10.2012,1.7189
31.10.2012,1.6901
01.11.2012,1.7242
02.11.2012,1.7147
05.11.2012,1.6841
06.11.2012,1.7507
07.11.2012,1.6466
08.11.2012,1.6148
09.11.2012,1.6063
12.11.2012,1.6063
13.11.2012,1.5945
14.11.2012,1.5911
15.11.2012,1.5928
16.11.2012,1.58
19.11.2012,1.6131
20.11.2012,1.6659
21.11.2012,1.6796
22.11.2012,1.6796
23.11.2012,1.6899
26.11.2012,1.6625
27.11.2012,1.6369
28.11.2012,1.6284
29.11.2012,1.6147
30.11.2012,1.6156
03.12.2012,1.6207
04.12.2012,1.6028
05.12.2012,1.5875
06.12.2012,1.5857
07.12.2012,1.6215
10.12.2012,1.6164
11.12.2012,1.6541
12.12.2012,1.698
13.12.2012,1.7299
14.12.2012,1.7015
17.12.2012,1.7717
18.12.2012,1.817
19.12.2012,1.8014
20.12.2012,1.7962
21.12.2012,1.7623
24.12.2012,1.7737
25.12.2012,1.7737
26.12.2012,1.7511
27.12.2012,1.7364
28.12.2012,1.7009
31.12.2012,1.7574
01.01.2013,1.7574
02.01.2013,1.8371
03.01.2013,1.9121
04.01.2013,1.8991
07.01.2013,1.8974
08.01.2013,1.8683
09.01.2013,1.8568
10.01.2013,1.8958
11.01.2013,1.8677
14.01.2013,1.8448
15.01.2013,1.836
16.01.2013,1.8185
17.01.2013,1.8794
18.01.2013,1.8416
21.01.2013,1.8416
22.01.2013,1.8417
23.01.2013,1.8241
24.01.2013,1.8498
25.01.2013,1.9487
28.01.2013,1.9613
29.01.2013,1.9991
30.01.2013,1.992
31.01.2013,1.9849
01.02.2013,2.0149
04.02.2013,1.9548
05.02.2013,1.998
06.02.2013,1.9603
07.02.2013,1.9568
08.02.2013,1.9499
11.02.2013,1.9635
12.02.2013,1.977
13.02.2013,2.0277
14.02.2013,1.9974
15.02.2013,2.0017
18.02.2013,2.0017
19.02.2013,2.0278
20.02.2013,2.0087
21.02.2013,1.9766
22.02.2013,1.9619
25.02.2013,1.8637
26.02.2013,1.8808
27.02.2013,1.9014
28.02.2013,1.8756
01.03.2013,1.8412
04.03.2013,1.8755
05.03.2013,1.8978
06.03.2013,1.9375
07.03.2013,1.9965
08.03.2013,2.0427
11.03.2013,2.0576
12.03.2013,2.0156
13.03.2013,2.0209
14.03.2013,2.0296
15.03.2013,1.9895
18.03.2013,1.9546
19.03.2013,1.9017
20.03.2013,1.9581
21.03.2013,1.9112
22.03.2013,1.925
25.03.2013,1.9198
26.03.2013,1.9094
27.03.2013,1.8454
28.03.2013,1.8487
29.03.2013,1.8486
01.04.2013,1.8314
02.04.2013,1.859
03.04.2013,1.8106
04.04.2013,1.7625
05.04.2013,1.7128
08.04.2013,1.746
09.04.2013,1.7502
10.04.2013,1.8034
11.04.2013,1.7887
12.04.2013,1.7208
15.04.2013,1.6798
16.04.2013,1.7224
17.04.2013,1.695
18.04.2013,1.6847
19.04.2013,1.7049
22.04.2013,1.6929
23.04.2013,1.7065
24.04.2013,1.7047
25.04.2013,1.708
26.04.2013,1.6633
29.04.2013,1.6701
30.04.2013,1.6717
01.05.2013,1.629
02.05.2013,1.6255
03.05.2013,1.7382
06.05.2013,1.7588
07.05.2013,1.7778
08.05.2013,1.7665
09.05.2013,1.8109
10.05.2013,1.8973
13.05.2013,1.9199
14.05.2013,1.974
15.05.2013,1.9347
16.05.2013,1.8809
17.05.2013,1.9506
20.05.2013,1.9647
21.05.2013,1.9263
22.05.2013,2.0395
23.05.2013,2.0157
24.05.2013,2.0081
27.05.2013,2.0081
28.05.2013,2.1652
29.05.2013,2.1153
30.05.2013,2.111
31.05.2013,2.1282
03.06.2013,2.1193
04.06.2013,2.1462
05.06.2013,2.0892
06.06.2013,2.0769
07.06.2013,2.1718
10.06.2013,2.2097
11.06.2013,2.1846
12.06.2013,2.228
13.06.2013,2.1489
14.06.2013,2.1295
17.06.2013,2.1817
18.06.2013,2.1854
19.06.2013,2.3527
20.06.2013,2.4144
21.06.2013,2.531
24.06.2013,2.5368
25.06.2013,2.6082
26.06.2013,2.5353
27.06.2013,2.4721
28.06.2013,2.4857
01.07.2013,2.4765
02.07.2013,2.4693
03.07.2013,2.5032
04.07.2013,2.5032
05.07.2013,2.7391
08.07.2013,2.6356
09.07.2013,2.634
10.07.2013,2.6238
11.07.2013,2.5721
12.07.2013,2.5821
15.07.2013,2.5372
16.07.2013,2.5317
17.07.2013,2.4888
18.07.2013,2.5284
19.07.2013,2.4839
22.07.2013,2.4804
23.07.2013,2.5049
24.07.2013,2.588
25.07.2013,2.5712
26.07.2013,2.5624
29.07.2013,2.6023
30.07.2013,2.6101
31.07.2013,2.5762
01.08.2013,2.706
02.08.2013,2.596
05.08.2013,2.6333
06.08.2013,2.6421
07.08.2013,2.5986
08.08.2013,2.5892
09.08.2013,2.5784
12.08.2013,2.6206
13.08.2013,2.719
14.08.2013,2.7136
15.08.2013,2.7664
16.08.2013,2.8251
19.08.2013,2.8804
20.08.2013,2.8142
21.08.2013,2.8935
22.08.2013,2.8844
23.08.2013,2.8146
26.08.2013,2.7853
27.08.2013,2.7087
28.08.2013,2.7653
29.08.2013,2.7617
30.08.2013,2.7839
02.09.2013,2.7839
03.09.2013,2.8576
04.09.2013,2.8966
05.09.2013,2.9937
06.09.2013,2.9342
09.09.2013,2.912
10.09.2013,2.9643
11.09.2013,2.9122
12.09.2013,2.9095
13.09.2013,2.8846
16.09.2013,2.8643
17.09.2013,2.8468
18.09.2013,2.6878
19.09.2013,2.7519
20.09.2013,2.7337
23.09.2013,2.6999
24.09.2013,2.6552
25.09.2013,2.628
26.09.2013,2.6498
27.09.2013,2.6245
30.09.2013,2.61
01.10.2013,2.65
02.10.2013,2.6173
03.10.2013,2.6046
04.10.2013,2.6447
07.10.2013,2.6265
08.10.2013,2.632
09.10.2013,2.6631
10.10.2013,2.6814
11.10.2013,2.6871
14.10.2013,2.6871
15.10.2013,2.7276
16.10.2013,2.6633
17.10.2013,2.5894
18.10.2013,2.5777
21.10.2013,2.6014
22.10.2013,2.5124
23.10.2013,2.5016
24.10.2013,2.5197
25.10.2013,2.5088
28.10.2013,2.5233
29.10.2013,2.5034
30.10.2013,2.5378
31.10.2013,2.5542
01.11.2013,2.6218
04.11.2013,2.6035
05.11.2013,2.6696
06.11.2013,2.6421
07.11.2013,2.5999
08.11.2013,2.7477
11.11.2013,2.7477
12.11.2013,2.7728
13.11.2013,2.6996
14.11.2013,2.69
15.11.2013,2.7033
18.11.2013,2.6658
19.11.2013,2.7069
20.11.2013,2.7987
21.11.2013,2.7842
22.11.2013,2.7427
25.11.2013,2.7283
26.11.2013,2.7077
27.11.2013,2.7373
28.11.2013,2.7373
29.11.2013,2.7445
02.12.2013,2.7951
03.12.2013,2.7825
04.12.2013,2.8342
05.12.2013,2.8717
06.12.2013,2.8553
09.12.2013,2.8389
10.12.2013,2.8006
11.12.2013,2.8535
12.12.2013,2.8773
13.12.2013,2.8646
16.12.2013,2.8784
17.12.2013,2.8354
18.12.2013,2.8931
19.12.2013,2.9291
20.12.2013,2.8886
23.12.2013,2.9274
24.12.2013,2.9775
25.12.2013,2.9775
26.12.2013,2.9905
27.12.2013,3
30.12.2013,2.9703
31.12.2013,3.0282
01.01.2014,3.0282
02.01.2014,2.989
03.01.2014,2.9948
06.01.2014,2.9576
